Product Title,Variant Title,Purity,Gold Weight,Diamond Weight,Price,Variant ID,Image 1,Image 2,LocalImage
Adrian Pave Diamond Silicon Bracelet,9 KT / Yellow Gold / Black,9K,14.28,1.46,145178.0,50942002561312,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/NI-NGK3008.jpg?v=1763474466,,NI-NGK3008.jpg
Adrian Pave Diamond Silicon Bracelet,14 KT / Yellow Gold / Black,14K,15.69,1.46,205231.0,50942002626848,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/NI-NGK3008.jpg?v=1763474466,,NI-NGK3008.jpg
Adrian Pave Diamond Silicon Bracelet,18 KT / Yellow Gold / Black,18K,18.83,1.46,285783.0,50942002692384,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/NI-NGK3008.jpg?v=1763474466,,NI-NGK3008.jpg
Caden Pave Diamond Silicon Bracelet,9 KT / Yellow Gold / Blue,9K,10.33,2.21,136187.0,50942003216672,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/NI-A-GKL-0001.jpg?v=1763474456,,NI-A-GKL-0001.jpg
Caden Pave Diamond Silicon Bracelet,14 KT / Yellow Gold / Blue,14K,11.35,2.21,180713.0,50942003282208,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/NI-A-GKL-0001.jpg?v=1763474456,,NI-A-GKL-0001.jpg
Caden Pave Diamond Silicon Bracelet,18 KT / Yellow Gold / Blue,18K,13.62,2.21,238967.0,50942003347744,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/NI-A-GKL-0001.jpg?v=1763474456,,NI-A-GKL-0001.jpg
VibeStack Diamond Non Openable Bangle,9 KT / Rose Gold,9K,9.98,6.254,242703.0,50738678300960,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/WBN000014_R1.jpg?v=1758099396,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/WBN000014_R2.jpg?v=1758099396,WBN000014_R1.jpg
VibeStack Diamond Non Openable Bangle,14 KT / Rose Gold,14K,11.31,6.254,288978.0,50702731084064,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/WBN000014_R1.jpg?v=1758099396,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/WBN000014_R2.jpg?v=1758099396,WBN000014_R1.jpg
VibeStack Diamond Non Openable Bangle,18 KT / Rose Gold,18K,13.3,6.254,343719.0,50702731182368,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/WBN000014_R1.jpg?v=1758099396,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/WBN000014_R2.jpg?v=1758099396,WBN000014_R1.jpg
Locket & Loop Diamond Tennis Bracelet,9 KT / Yellow Gold,9K,8.25,5.508,209657.0,50738678759712,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBR000092_Y1.jpg?v=1758087256,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DBR000092_Y2.jpg?v=1758087592,DBR000092_Y1.jpg
