Category,Product URL,Purity,Gold Weight,Diamond Weight,Image Link,
ring,https://geer.in/products/halivian-pinpoint-pear-cut-halo-lab-diamond-ring-copy/from_collection=lab-grown-diamonds-rings,14K,2.55 g,0.55 ct,https://geer.in/cdn/shop/files/AIENR-375RD_W1.jpg?v=1751624304,AIENR-375RD_W1.jpg
ring,https://geer.in/products/sideraia-reversed-tapred-round-cut-lab-diamond-ring-copy/from_collection=lab-grown-diamonds-rings,14K,2.67 g,0.41 ct,https://geer.in/cdn/shop/files/AIENR-377_R1.jpg?v=1751624304,AIENR-377_R1.jpg
ring,https://geer.in/products/trinerva-round-cut-three-stone-lab-diamond-ring-copy/from_collection=lab-grown-diamonds-rings,14K,2.21 g,0.67 ct,https://geer.in/cdn/shop/files/AIENR-378RD_W1.jpg?v=1751624305,AIENR-378RD_W1.jpg
ring,https://geer.in/products/trellos-shared-prong-round-cut-lab-diamond-ring-copy/from_collection=lab-grown-diamonds-rings,14K,2.81 g,0.42 ct,https://geer.in/cdn/shop/files/AIENR-379EM_R1.jpg?v=1751624378,AIENR-379EM_R1.jpg
ring,https://geer.in/products/veridelle-emerald-cut-side-stone-lab-diamond-ring-copy/from_collection=lab-grown-diamonds-rings,14K,3.06 g,0.5 ct,https://geer.in/cdn/shop/files/AIENR-383ARD_W1.jpg?v=1751624376,AIENR-383ARD_W1.jpg
ring,https://geer.in/products/soliessa-round-cut-solitaire-lab-diamond-ring-copy/from_collection=lab-grown-diamonds-rings,14K,2.11 g,0.5 ct,https://geer.in/cdn/shop/files/AIENR-389RD_W1.jpg?v=1751624377,AIENR-389RD_W1.jpg
ring,https://geer.in/products/soliturella-round-cut-solitaire-lab-diamond-ring-copy/from_collection=lab-grown-diamonds-rings,14K,2.24 g,0.52 ct,https://geer.in/cdn/shop/files/AIENR-395RD_Y1.jpg?v=1751624378,AIENR-395RD_Y1.jpg
ring,https://geer.in/products/solairista-six-prong-round-cut-solitaire-lab-diamond-ring-copy/from_collection=lab-grown-diamonds-rings,14K,1.72 g,0.36 ct,https://geer.in/cdn/shop/files/AIENR-396RD_R1.jpg?v=1751624377,AIENR-396RD_R1.jpg
ring,https://geer.in/products/auresta-split-shank-round-cut-side-stone-lab-diamond-ring-copy/from_collection=lab-grown-diamonds-rings,14K,2.21 g,0.3 ct,https://geer.in/cdn/shop/files/AIENR-409HR_Y1.jpg?v=1751624377,AIENR-409HR_Y1.jpg
ring,https://geer.in/products/solantirra-three-prong-heart-cut-solitaire-lab-diamond-ring-copy/from_collection=lab-grown-diamonds-rings,14K,1.87 g,0.33 ct,https://geer.in/cdn/shop/files/AIENR-411RD_R1.jpg?v=1751624376,AIENR-411RD_R1.jpg
ring,https://geer.in/products/solivantaire-four-prong-round-cut-solitaire-lab-diamond-ring-copy/from_collection=lab-grown-diamonds-rings,14K,2.74 g,0.61 ct,https://geer.in/cdn/shop/files/AIENR-420OV_R1.jpg?v=1751624377,AIENR-420OV_R1.jpg
ring,https://geer.in/products/halivenna-split-shank-oval-cut-halo-lab-diamond-ring-copy/from_collection=lab-grown-diamonds-rings,14K,4.76 g,3.65 ct,https://geer.in/cdn/shop/files/AIENR-481_W1.jpg?v=1751624378,AIENR-481_W1.jpg
ring,https://geer.in/products/diamond-blossom-engagement-wedding-ring-set-copy/from_collection=lab-grown-diamonds-rings,14K,4.51 g,0.8 ct,https://geer.in/cdn/shop/files/AIENR-497RD_Y1.jpg?v=1751624378,AIENR-497RD_Y1.jpg
ring,https://geer.in/products/elegora-double-prong-emerald-cut-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,2.21 g,0.71 ct,https://geer.in/cdn/shop/files/AIENR-217AEM_Y1_265fcffa-4c08-45f5-aaa2-e2a6d99d150b.jpg?v=1752144451,AIENR-217AEM_Y1_265fcffa-4c08-45f5-aaa2-e2a6d99d150b.jpg
ring,https://geer.in/products/soliare-channel-round-cut-solitaire-lab-diamond-ring-copy/from_collection=lab-grown-diamonds-rings,14K,3.74 g,1.82 ct,https://geer.in/cdn/shop/files/AIENR-517A_Y1.jpg?v=1751624379,AIENR-517A_Y1.jpg
ring,https://geer.in/products/princess-cut-diamond-floral-halo-ring-copy/from_collection=lab-grown-diamonds-rings,14K,2.79 g,1.75 ct,https://geer.in/cdn/shop/files/AIENR-547F_Y1.jpg?v=1751624379,AIENR-547F_Y1.jpg
ring,https://geer.in/products/classic-round-solitaire-engagement-ring-copy/from_collection=lab-grown-diamonds-rings,14K,2.72 g,0.8 ct,https://geer.in/cdn/shop/files/AIENR-548PR_R1.jpg?v=1751624379,AIENR-548PR_R1.jpg
ring,https://geer.in/products/solien-princes-cut-solitaire-lab-diamond-ring-copy/from_collection=lab-grown-diamonds-rings,14K,5.36 g,2.94 ct,https://geer.in/cdn/shop/files/AIENR-561ARD_W1.jpg?v=1751624379,AIENR-561ARD_W1.jpg
ring,https://geer.in/products/truevow-round-cut-engagement-lab-diamond-ring-copy/from_collection=lab-grown-diamonds-rings,14K,7.77 g,6.4 ct,https://geer.in/cdn/shop/files/AIENR-621A_R1.jpg?v=1751624380,AIENR-621A_R1.jpg
ring,https://geer.in/products/princess-cut-diamond-multi-row-bridal-set-copy/from_collection=lab-grown-diamonds-rings,14K,4.42 g,4.52 ct,https://geer.in/cdn/shop/files/AIENR-628_W1.jpg?v=1751624379,AIENR-628_W1.jpg
ring,https://geer.in/products/princess-cut-diamond-pave-engagement-ring-copy/from_collection=lab-grown-diamonds-rings,14K,2.52 g,3.0 ct,https://geer.in/cdn/shop/files/AIENR-670_Y1.jpg?v=1751624394,AIENR-670_Y1.jpg
ring,https://geer.in/products/oval-solitaire-engagement-ring-copy/from_collection=lab-grown-diamonds-rings,14K,1.19 g,0.82 ct,https://geer.in/cdn/shop/files/AIENR-699_Y1.jpg?v=1751624394,AIENR-699_Y1.jpg
ring,https://geer.in/products/oval-diamond-pave-band-engagement-ring-copy/from_collection=lab-grown-diamonds-rings,14K,1.87 g,0.55 ct,https://geer.in/cdn/shop/files/AIENR-707_Y1.jpg?v=1751624395,AIENR-707_Y1.jpg
ring,https://geer.in/products/delicina-six-prong-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,2.67 g,0.38 ct,https://geer.in/cdn/shop/files/AIENR-223_Y1_bdb3c041-3c08-4482-ad89-b473ff8a44f2.jpg?v=1752144388,AIENR-223_Y1_bdb3c041-3c08-4482-ad89-b473ff8a44f2.jpg
ring,https://geer.in/products/delencia-bar-set-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,2.56 g,0.3 ct,https://geer.in/cdn/shop/files/AIENR-225_R1_d7598642-35b7-4838-95f7-81fab98f5346.jpg?v=1752144362,AIENR-225_R1_d7598642-35b7-4838-95f7-81fab98f5346.jpg
ring,https://geer.in/products/delanova-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,2.44 g,0.43 ct,https://geer.in/cdn/shop/files/AIENR-228_R1_5b9a43b1-7dfc-4cab-910e-36f2dc224ed2.jpg?v=1752144334,AIENR-228_R1_5b9a43b1-7dfc-4cab-910e-36f2dc224ed2.jpg
ring,https://geer.in/products/delorana-six-prong-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,3.09 g,0.4 ct,https://geer.in/cdn/shop/files/AIENR-229RD_R1_73036264-b441-43b6-9ba4-7a685cfd061c.jpg?v=1752144311,AIENR-229RD_R1_73036264-b441-43b6-9ba4-7a685cfd061c.jpg
ring,https://geer.in/products/diovale-four-prong-round-cut-side-stone-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,2.66 g,0.64 ct,https://geer.in/cdn/shop/files/AIENR-231RD_R1_8f11106e-efaa-4a1b-823a-6840a46d8861.jpg?v=1752144288,AIENR-231RD_R1_8f11106e-efaa-4a1b-823a-6840a46d8861.jpg
ring,https://geer.in/products/halionaix-tab-prong-round-cut-halo-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,2.36 g,0.65 ct,https://geer.in/cdn/shop/files/AIENR-233_R1_2695a689-996e-431a-a376-ef14429130b6.jpg?v=1752144261,AIENR-233_R1_2695a689-996e-431a-a376-ef14429130b6.jpg
ring,https://geer.in/products/solvalaire-basket-round-cut-solitaire-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,2.21 g,0.32 ct,https://geer.in/cdn/shop/files/AIENR-234_W1_ee38ffb7-1742-4c0a-b302-6f8d241f4183.jpg?v=1752144231,AIENR-234_W1_ee38ffb7-1742-4c0a-b302-6f8d241f4183.jpg
ring,https://geer.in/products/delistrella-criss-cross-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,2.61 g,0.19 ct,https://geer.in/cdn/shop/files/AIENR-236_W1_386aa5be-2ef9-49e3-ac07-1e7a2ddd9bc9.jpg?v=1752144207,AIENR-236_W1_386aa5be-2ef9-49e3-ac07-1e7a2ddd9bc9.jpg
ring,https://geer.in/products/delirelle-bypass-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,1.90 g,0.21 ct,https://geer.in/cdn/shop/files/AIENR-237RD_W1_097fc6a8-78ea-4a4d-ab75-a884cb49e649.jpg?v=1752144177,AIENR-237RD_W1_097fc6a8-78ea-4a4d-ab75-a884cb49e649.jpg
ring,https://geer.in/products/delcorina-twisted-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,1.79 g,0.18 ct,https://geer.in/cdn/shop/files/AIENR-238RD_W1_273a77a2-b9be-42c6-b2b3-1837be720b5d.jpg?v=1752144152,AIENR-238RD_W1_273a77a2-b9be-42c6-b2b3-1837be720b5d.jpg
ring,https://geer.in/products/delioraia-split-shank-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,1.81 g,0.2 ct,https://geer.in/cdn/shop/files/AIENR-241RD_R1_36f56dd7-f43e-4f3e-b000-453943b1f247.jpg?v=1752144124,AIENR-241RD_R1_36f56dd7-f43e-4f3e-b000-453943b1f247.jpg
ring,https://geer.in/products/delavia-freeform-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,1.71 g,0.17 ct,https://geer.in/cdn/shop/files/AIENR-242RD_Y1_21c04e52-8336-4e32-9926-a8ddc0dc8163.jpg?v=1752144104,AIENR-242RD_Y1_21c04e52-8336-4e32-9926-a8ddc0dc8163.jpg
ring,https://geer.in/products/delorielle-criss-cross-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,1.86 g,0.26 ct,https://geer.in/cdn/shop/files/AIENR-243_Y1_e0573c8d-14a5-4033-80dc-386d391a6dc4.jpg?v=1752144085,AIENR-243_Y1_e0573c8d-14a5-4033-80dc-386d391a6dc4.jpg
ring,https://geer.in/products/delirona-contoure-setting-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,2.49 g,0.19 ct,https://geer.in/cdn/shop/files/AIENR-244RD_Y1_ad8ba848-00e8-438c-91c9-eb32b3e3d278.jpg?v=1752144066,AIENR-244RD_Y1_ad8ba848-00e8-438c-91c9-eb32b3e3d278.jpg
ring,https://geer.in/products/delicine-twist-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,1.91 g,0.18 ct,https://geer.in/cdn/shop/files/AIENR-248RD_R1_5a67f8c0-63af-4481-83ca-98883c24be33.jpg?v=1752144019,AIENR-248RD_R1_5a67f8c0-63af-4481-83ca-98883c24be33.jpg
ring,https://geer.in/products/delivone-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,2.09 g,0.19 ct,https://geer.in/cdn/shop/files/AIENR-249_R1_ef413408-abc9-4dd9-be68-1636782717b5.jpg?v=1752143996,AIENR-249_R1_ef413408-abc9-4dd9-be68-1636782717b5.jpg
ring,https://geer.in/products/solatria-six-prong-round-solitaire-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,2.71 g,0.5 ct,https://geer.in/cdn/shop/files/AIENR-252RD_W1_85e48cdd-a5e3-49e1-8ad5-91524f54843b.jpg?v=1752143974,AIENR-252RD_W1_85e48cdd-a5e3-49e1-8ad5-91524f54843b.jpg
ring,https://geer.in/products/delornis-floral-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,1.83 g,0.19 ct,https://geer.in/cdn/shop/files/AIENR-256RD_R1_fb742840-1c38-482a-813e-467eb17b0007.jpg?v=1752143951,AIENR-256RD_R1_fb742840-1c38-482a-813e-467eb17b0007.jpg
ring,https://geer.in/products/delacera-vintage-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,1.59 g,0.2 ct,https://geer.in/cdn/shop/files/AIENR-257RD_Y1_b23d5e4f-25f5-42d9-91a6-c518ba685d46.jpg?v=1752143922,AIENR-257RD_Y1_b23d5e4f-25f5-42d9-91a6-c518ba685d46.jpg
ring,https://geer.in/products/delinetra-bypass-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,1.83 g,0.19 ct,https://geer.in/cdn/shop/files/AIENR-258RD_Y1_45fa6cf7-0462-42b9-8f8d-2f2820b4fe76.jpg?v=1752143900,AIENR-258RD_Y1_45fa6cf7-0462-42b9-8f8d-2f2820b4fe76.jpg
ring,https://geer.in/products/delamura-fancy-round-shape-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,1.94 g,0.23 ct,https://geer.in/cdn/shop/files/AIENR-259RD_Y1_20474af8-2ee9-4133-b8c6-35646134423f.jpg?v=1752143878,AIENR-259RD_Y1_20474af8-2ee9-4133-b8c6-35646134423f.jpg
ring,https://geer.in/products/delessa-imperial-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,1.60 g,0.19 ct,https://geer.in/cdn/shop/files/AIENR-260RD_Y1_f66fbe15-2c5a-4768-9ca5-c6aaeda2611d.jpg?v=1752143855,AIENR-260RD_Y1_f66fbe15-2c5a-4768-9ca5-c6aaeda2611d.jpg
ring,https://geer.in/products/delvaris-glittering-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,2.34 g,0.19 ct,https://geer.in/cdn/shop/files/AIENR-261RD_R1_06eefab5-4c00-4211-a2f6-f2b6d2333024.jpg?v=1752143827,AIENR-261RD_R1_06eefab5-4c00-4211-a2f6-f2b6d2333024.jpg
ring,https://geer.in/products/delosque-infinity-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,1.86 g,0.21 ct,https://geer.in/cdn/shop/files/AIENR-265_Y1_5df139c5-e453-4074-a931-34dee1da2d8c.jpg?v=1752143801,AIENR-265_Y1_5df139c5-e453-4074-a931-34dee1da2d8c.jpg
ring,https://geer.in/products/sidoria-0-5ct-twist-setting-round-cut-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,2.34 g,0.54 ct,https://geer.in/cdn/shop/files/AIENR-267RD_W1.jpg?v=1751624265,AIENR-267RD_W1.jpg
ring,https://geer.in/products/halorna-split-shank-round-cut-halo-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,4.28 g,1.23 ct,https://geer.in/cdn/shop/files/AIENR-268RD_R1_91b7d424-590a-4e21-a0eb-1714a6bbca67.jpg?v=1752143781,AIENR-268RD_R1_91b7d424-590a-4e21-a0eb-1714a6bbca67.jpg
ring,https://geer.in/products/deliena-round-center-stone-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,2.06 g,0.16 ct,https://geer.in/cdn/shop/files/AIENR-272RD_Y1_b9c30303-1fed-4262-a71f-7e88465d18f9.jpg?v=1752143761,AIENR-272RD_Y1_b9c30303-1fed-4262-a71f-7e88465d18f9.jpg
ring,https://geer.in/products/halavera-flower-prong-round-cut-halo-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,1.72 g,0.59 ct,https://geer.in/cdn/shop/files/AIENR-273RD_R1_c3e063cf-3a82-42d4-8d66-a2c9c54c0c51.jpg?v=1752143740,AIENR-273RD_R1_c3e063cf-3a82-42d4-8d66-a2c9c54c0c51.jpg
ring,https://geer.in/products/delivella-split-shank-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,1.82 g,0.24 ct,https://geer.in/cdn/shop/files/AIENR-290RD_W1_b4961298-ffa2-4b6f-9bb6-d6553dc47c72.jpg?v=1752143715,AIENR-290RD_W1_b4961298-ffa2-4b6f-9bb6-d6553dc47c72.jpg
ring,https://geer.in/products/solerisia-bezel-accent-round-cut-solitaire-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,2.04 g,0.15 ct,https://geer.in/cdn/shop/files/AIENR-295RD_W1_c8dde741-3492-4f66-a401-5fb24d111a00.jpg?v=1752143691,AIENR-295RD_W1_c8dde741-3492-4f66-a401-5fb24d111a00.jpg
ring,https://geer.in/products/crystelle-round-cut-side-stone-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,7.51 g,0.53 ct,https://geer.in/cdn/shop/files/AIENR-346RD_Y1_a8980d95-aea1-4548-9d72-409c2af15be1.jpg?v=1752143671,AIENR-346RD_Y1_a8980d95-aea1-4548-9d72-409c2af15be1.jpg
ring,https://geer.in/products/aurineve-channel-setting-round-cut-classic-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,2.82 g,0.58 ct,https://geer.in/cdn/shop/files/AIENR-348RD_Y1_fd33c8aa-699f-4582-b87f-ddbaeea429e9.jpg?v=1752143650,AIENR-348RD_Y1_fd33c8aa-699f-4582-b87f-ddbaeea429e9.jpg
ring,https://geer.in/products/amora-heart-solitaire-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,14K,2.04 g,2.0 ct,https://geer.in/cdn/shop/files/AIENR-756B_R1_7f2bccea-54a7-4c56-9f2e-6e248deb68a3.jpg?v=1752143011,AIENR-756B_R1_7f2bccea-54a7-4c56-9f2e-6e248deb68a3.jpg
ring,https://geer.in/products/celestia-pave-lab-diamond-engagement-ring/from_collection=lab-grown-diamonds-rings,14K,1.80 g,1.03 ct,https://geer.in/cdn/shop/files/AIENR-761_R1.jpg?v=1751624394,AIENR-761_R1.jpg
ring,https://geer.in/products/round-diamond-swirl-accent-ring-copy/from_collection=lab-grown-diamonds-rings,14K,1.53 g,1.0 ct,https://geer.in/cdn/shop/files/AIENR-713B_W1.jpg?v=1751624395,AIENR-713B_W1.jpg
ring,https://geer.in/products/delavia-freeform-round-cut-delicate-ring-1/from_collection=lab-grown-diamonds-rings,18K,2.44 g,0.25 ct,https://geer.in/cdn/shop/files/GJLR-001_R1.jpg?v=1750412031,GJLR-001_R1.jpg
ring,https://geer.in/products/zivania-0-5ct-bypass-princess-cut-classic-ring-copy-1/from_collection=lab-grown-diamonds-rings,18K,3.76 g,0.66 ct,https://geer.in/cdn/shop/files/GJLR-049_R1.jpg?v=1750408611,GJLR-049_R1.jpg
ring,https://geer.in/products/eminence-solitaire-diamond-ring/from_collection=lab-grown-diamonds-rings,18K,2.10 g,0.29 ct,https://geer.in/cdn/shop/files/GJLR-117_R1.jpg?v=1750506042,GJLR-117_R1.jpg
ring,https://geer.in/products/sidorra-0-5ct-surface-emerald-cut-side-stone-ring-1/from_collection=lab-grown-diamonds-rings,18K,2.02 g,0.6 ct,https://geer.in/cdn/shop/files/GJLR-002_R1.jpg?v=1750411978,GJLR-002_R1.jpg
ring,https://geer.in/products/brilliant-round-delicate-gold-ring/from_collection=lab-grown-diamonds-rings,18K,1.64 g,0.23 ct,https://geer.in/cdn/shop/files/GJLR-084_R1.jpg?v=1750406726,GJLR-084_R1.jpg
ring,https://geer.in/products/valerion-0-75ct-pear-sidestone-emerald-cut-ring-copy-2/from_collection=lab-grown-diamonds-rings,18K,2.59 g,1.5 ct,https://geer.in/cdn/shop/files/GJLR-025_R1.jpg?v=1750410377,GJLR-025_R1.jpg
ring,https://geer.in/products/3k-solitaire-diamond-ring-copy-6/from_collection=lab-grown-diamonds-rings,18K,2.00 g,0.42 ct,https://geer.in/cdn/shop/files/GJLR-014_R1.jpg?v=1750411634,GJLR-014_R1.jpg
ring,https://geer.in/products/soltressa-1ct-four-prong-round-cut-solitaire-ring/from_collection=lab-grown-diamonds-rings,18K,2.49 g,1.0 ct,https://geer.in/cdn/shop/files/GJLR-005_Y1.jpg?v=1750239821,GJLR-005_Y1.jpg
ring,https://geer.in/products/liora-round-radiance-ring/from_collection=lab-grown-diamonds-rings,18K,2.20 g,1.34 ct,https://geer.in/cdn/shop/files/GJLR-103_W1.jpg?v=1750401656,GJLR-103_W1.jpg
ring,https://geer.in/products/valoria-shared-prong-round-shape-ring/from_collection=lab-grown-diamonds-rings,18K,1.46 g,0.32 ct,https://geer.in/cdn/shop/files/GJLR-062_R1.jpg?v=1750408162,GJLR-062_R1.jpg
ring,https://geer.in/products/sidenaire-4ct-standard-emerald-cut-side-stone-ring/from_collection=lab-grown-diamonds-rings,18K,2.05 g,0.32 ct,https://geer.in/cdn/shop/files/GJLR-043_R1.jpg?v=1750409676,GJLR-043_R1.jpg
ring,https://geer.in/products/delicor-double-twist-round-cut-delicate-ring-copy-1/from_collection=lab-grown-diamonds-rings,18K,2.65 g,0.33 ct,https://geer.in/cdn/shop/files/GJLR-048.jpg?v=1750408756,GJLR-048.jpg
ring,https://geer.in/products/vistara-shared-prong-round-cut-side-stone-ring-copy/from_collection=lab-grown-diamonds-rings,18K,2.77 g,0.39 ct,https://geer.in/cdn/shop/files/GJLR-045_R1.jpg?v=1750409126,GJLR-045_R1.jpg
ring,https://geer.in/products/serenelle-trio-spark-ring/from_collection=lab-grown-diamonds-rings,18K,1.75 g,0.26 ct,https://geer.in/cdn/shop/files/GJLR-151_R1.jpg?v=1750401675,GJLR-151_R1.jpg
ring,https://geer.in/products/orla-fine-solitaire-ring/from_collection=lab-grown-diamonds-rings,18K,2.00 g,1.17 ct,https://geer.in/cdn/shop/files/GJLR-153_R1.jpg?v=1750401733,GJLR-153_R1.jpg
ring,https://geer.in/products/haliena-1ct-spli-shank-round-cut-halo-ring-copy/from_collection=lab-grown-diamonds-rings,18K,3.56 g,1.37 ct,https://geer.in/cdn/shop/files/GJLR-089_R1.jpg?v=1750331630,GJLR-089_R1.jpg
ring,https://geer.in/products/elara-solitaire-promise-ring/from_collection=lab-grown-diamonds-rings,18K,2.30 g,1.05 ct,https://geer.in/cdn/shop/files/GJLR-161_R1.jpg?v=1750393174,GJLR-161_R1.jpg
ring,https://geer.in/products/liora-heartbeat-ring/from_collection=lab-grown-diamonds-rings,18K,2.37 g,0.86 ct,https://geer.in/cdn/shop/files/GJLR-178_Y1.jpg?v=1751616781,GJLR-178_Y1.jpg
ring,https://geer.in/products/deliraine-0-25ct-bypass-round-cut-delicate-ring-copy/from_collection=lab-grown-diamonds-rings,18K,3.85 g,1.98 ct,https://geer.in/cdn/shop/files/AILR-136_Y1_0fb172b1-cf2e-4307-b59b-80038c1ec31f.jpg?v=1751001111,AILR-136_Y1_0fb172b1-cf2e-4307-b59b-80038c1ec31f.jpg
ring,https://geer.in/products/eternal-solitaire-diamond-ring/from_collection=lab-grown-diamonds-rings,18K,3.20 g,2.05 ct,https://geer.in/cdn/shop/files/GJLR-152_Y1.jpg?v=1750236207,GJLR-152_Y1.jpg
ring,https://geer.in/products/eternelle-classic-diamond-eternity-band/from_collection=lab-grown-diamonds-rings,18K,2.25 g,1.02 ct,https://geer.in/cdn/shop/files/GJLR-210_R1.jpg?v=1750335773,GJLR-210_R1.jpg
ring,https://geer.in/products/solea-round-grace-ring/from_collection=lab-grown-diamonds-rings,18K,1.90 g,1.07 ct,https://geer.in/cdn/shop/files/GJLR-189_R1.jpg?v=1750395192,GJLR-189_R1.jpg
ring,https://geer.in/products/serenora-oval-radiance-ring/from_collection=lab-grown-diamonds-rings,18K,2.80 g,1.49 ct,https://geer.in/cdn/shop/files/GJLR-183_R1.jpg?v=1750398823,GJLR-183_R1.jpg
ring,https://geer.in/products/solietta-basket-shape-round-cut-solitaire-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,18K,1.98 g,0.24 ct,https://geer.in/cdn/shop/files/AIENR-062_Y1_ea540c76-d536-4fd4-a0f9-034eee439d92.jpg?v=1752144914,AIENR-062_Y1_ea540c76-d536-4fd4-a0f9-034eee439d92.jpg
ring,https://geer.in/products/deliranna-four-prong-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,18K,2.25 g,0.28 ct,https://geer.in/cdn/shop/files/AIENR-063_Y1_c48eeef3-65e8-4d2c-8e42-b25dca26eb2d.jpg?v=1752144892,AIENR-063_Y1_c48eeef3-65e8-4d2c-8e42-b25dca26eb2d.jpg
ring,https://geer.in/products/seraphina-oval-bloom-ring/from_collection=lab-grown-diamonds-rings,18K,2.40 g,1.88 ct,https://geer.in/cdn/shop/files/GJLR-173_R1.jpg?v=1750398931,GJLR-173_R1.jpg
ring,https://geer.in/products/delurea-straight-round-cut-delicate-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,18K,1.95 g,0.16 ct,https://geer.in/cdn/shop/files/AIENR-073RD_Y1_738250be-838b-4de1-91c9-32a30eb4a37d.jpg?v=1752144780,AIENR-073RD_Y1_738250be-838b-4de1-91c9-32a30eb4a37d.jpg
ring,https://geer.in/products/solaveris-0-5ct-emerald-cut-solitaire-lab-diamond-ring/from_collection=lab-grown-diamonds-rings,18K,2.94 g,0.5 ct,https://geer.in/cdn/shop/files/AIENR-165A_W1.jpg?v=1751623869,AIENR-165A_W1.jpg
ring,https://geer.in/products/arlette-everyday-solitaire/from_collection=lab-grown-diamonds-rings,18K,2.00 g,2.07 ct,https://geer.in/cdn/shop/files/GJLR-097_Y1.jpg?v=1750235944,GJLR-097_Y1.jpg
ring,https://geer.in/products/aura-three-stone-radiance-ring/from_collection=lab-grown-diamonds-rings,18K,2.30 g,1.51 ct,https://geer.in/cdn/shop/files/GJLR-143_R1.jpg?v=1750400018,GJLR-143_R1.jpg
ring,https://geer.in/products/the-aurelia-asscher-solitaire/from_collection=lab-grown-diamonds-rings,18K,2.80 g,3.3 ct,https://geer.in/cdn/shop/files/GJLR-113_R1.jpg?v=1750400130,GJLR-113_R1.jpg
ring,https://geer.in/products/clarisse-solitaire-ring/from_collection=lab-grown-diamonds-rings,18K,4.00 g,0.33 ct,https://geer.in/cdn/shop/files/GJLR-154_R1_1ef331ee-715e-4a47-af0a-ac44190c0fb8.jpg?v=1750402090,GJLR-154_R1_1ef331ee-715e-4a47-af0a-ac44190c0fb8.jpg
ring,https://geer.in/products/solira-round-brilliance-ring/from_collection=lab-grown-diamonds-rings,18K,3.90 g,1.34 ct,https://geer.in/cdn/shop/files/GJLR-147_R1.jpg?v=1750402120,GJLR-147_R1.jpg
ring,https://geer.in/products/deliora-split-round-cut-delicate-ring-copy-1/from_collection=lab-grown-diamonds-rings,18K,2.05 g,0.32 ct,https://geer.in/cdn/shop/files/GJLR-055_R1.jpg?v=1750407122,GJLR-055_R1.jpg
ring,https://geer.in/products/pandora-1ct-marquise-round-cut-eternity-ring/from_collection=lab-grown-diamonds-rings,18K,2.07 g,1.4 ct,https://geer.in/cdn/shop/files/GJLR-038_R1.jpg?v=1750409073,GJLR-038_R1.jpg
ring,https://geer.in/products/sidenaire-4ct-standard-emerald-cut-side-stone-ring-copy-1/from_collection=lab-grown-diamonds-rings,18K,3.04 g,2.73 ct,https://geer.in/cdn/shop/files/GJLR-037_R1.jpg?v=1750409361,GJLR-037_R1.jpg
ring,https://geer.in/products/valerion-0-75ct-pear-sidestone-emerald-cut-ring-copy-1/from_collection=lab-grown-diamonds-rings,18K,2.47 g,0.87 ct,https://geer.in/cdn/shop/files/GJLR-022.jpg?v=1750410535,GJLR-022.jpg
