Product Title,Variant Title,Purity,Gold Weight,Diamond Weight,Price,Variant ID,Image 1,Image 2,LocalImage
The Pyramid Fall Diamond Earrings,14 KT / Yellow Gold,14K,1.275,0.16,18641.0,50136758681888,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000926_Y1.jpg?v=1756378086,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000926_Y2.jpg?v=1756378595,DER000926_Y1.jpg
The Pyramid Fall Diamond Earrings,18 KT / Yellow Gold,18K,1.5,0.16,24820.0,50136758780192,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000926_Y1.jpg?v=1756378086,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000926_Y2.jpg?v=1756378595,DER000926_Y1.jpg
Young Harths Diamond Earrings,9 KT / Rose Gold,9K,1.2,0.141,13527.0,50728370143520,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000916_R1.jpg?v=1759470344,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000916_R2.jpg?v=1763633077,DER000916_R1.jpg
Young Harths Diamond Earrings,14 KT / Rose Gold,14K,1.36,0.141,19092.0,50136762188064,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000916_R1.jpg?v=1759470344,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000916_R2.jpg?v=1763633077,DER000916_R1.jpg
Young Harths Diamond Earrings,18 KT / Rose Gold,18K,1.6,0.141,25683.0,50136762286368,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000916_R1.jpg?v=1759470344,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000916_R2.jpg?v=1763633077,DER000916_R1.jpg
Tri-Glamour Diamond Earrings,9 KT / Yellow Gold,9K,1.2375,0.13,13539.0,50728372306208,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000940_Y1.jpg?v=1756378152,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000940_Y2.jpg?v=1756378633,DER000940_Y1.jpg
Tri-Glamour Diamond Earrings,14 KT / Yellow Gold,14K,1.4025,0.13,19278.0,50136757862688,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000940_Y1.jpg?v=1756378152,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000940_Y2.jpg?v=1756378633,DER000940_Y1.jpg
Tri-Glamour Diamond Earrings,18 KT / Yellow Gold,18K,1.65,0.13,26075.0,50136757960992,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000940_Y1.jpg?v=1756378152,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000940_Y2.jpg?v=1756378633,DER000940_Y1.jpg
Moonlit Jewel Diamond Earrings,9 KT / Yellow Gold,9K,0.66525,0.3,13571.0,50730019160352,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000311_Y1.jpg?v=1750222831,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000311_Y2.jpg?v=1767690939,DER000311_Y1.jpg
Moonlit Jewel Diamond Earrings,14 KT / Yellow Gold,14K,0.75395,0.3,16656.0,49509073617184,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000311_Y1.jpg?v=1750222831,https://cdn.shopify.com/s/files/1/0805/4777/4752/files/DER000311_Y2.jpg?v=1767690939,DER000311_Y1.jpg
